review,rating,date,bank,app_name,source,package_name,user_name,thumbs_up
App works fine but could use some improvements in the user interface.,3,2024-12-08,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4590,15
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2024-08-31,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7923,0
Great user experience! The design is modern and intuitive.,4,2023-11-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4577,12
Best banking app I've used. Transaction history is very clear and detailed. Still my opinion.,4,2023-10-30,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9890,9
Outstanding customer service through the app. Highly recommended! Overall satisfied with the service. Posting again to emphasize.,4,2023-09-03,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3415,17
Fast money transfer feature is amazing. No more long queues at the bank! Overall satisfied with the service.,4,2025-05-06,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5156,18
"Mixed experience - some features are good while others need work. Comparing to other banks, this is my experience.",3,2024-09-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3902,13
App works fine but could use some improvements in the user interface.,3,2024-05-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7836,5
Great user experience! The design is modern and intuitive. Overall satisfied with the service.,4,2024-08-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1582,8
Perfect for daily banking needs. All features work as expected.,2,2023-12-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6293,19
Best banking app I've used. Transaction history is very clear and detailed.,4,2024-07-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3559,3
Worst banking app experience! Constantly freezes and crashes.,2,2024-05-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7944,1
Smooth and efficient. Customer support is very responsive. Hope they continue to improve.,5,2024-09-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3444,6
Login issues persist for weeks. Cannot access my account properly. Overall satisfied with the service.,1,2024-04-09,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9593,12
Fast money transfer feature is amazing. No more long queues at the bank!,4,2024-12-15,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6539,4
Outstanding customer service through the app. Highly recommended!,5,2023-11-12,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9013,13
Perfect for daily banking needs. All features work as expected.,4,2024-05-24,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8099,5
Love the new features. Makes banking so much easier than going to the branch.,4,2025-05-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8159,2
Outstanding customer service through the app. Highly recommended!,5,2024-07-04,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7219,11
Unable to check account balance. App is unreliable and buggy.,2,2024-12-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1109,11
Excellent mobile banking app! Very user-friendly interface and fast transactions.,5,2024-05-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5167,5
Very convenient for paying bills and checking account balance anytime.,5,2024-02-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4659,10
Outdated interface and confusing navigation. Needs complete redesign.,1,2024-10-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6078,8
Smooth and efficient. Customer support is very responsive.,3,2025-05-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7737,5
Best banking app I've used. Transaction history is very clear and detailed.,4,2023-08-21,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8885,2
Outdated interface and confusing navigation. Needs complete redesign.,2,2023-10-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8845,19
Outdated interface and confusing navigation. Needs complete redesign.,2,2024-03-08,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3876,3
Very convenient for paying bills and checking account balance anytime.,4,2025-02-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3763,2
Worst banking app experience! Constantly freezes and crashes.,2,2024-11-08,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7401,13
Very convenient for paying bills and checking account balance anytime.,4,2025-04-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2558,13
"Perfect for daily banking needs. All features work as expected. Comparing to other banks, this is my experience.",5,2024-08-19,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9339,12
The app is stable and reliable. Never had any technical issues.,5,2024-08-08,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6957,3
Very convenient for paying bills and checking account balance anytime.,4,2023-09-03,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8955,3
Worst banking app experience! Constantly freezes and crashes. Been using this app for months now.,2,2024-02-12,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2488,13
Unable to check account balance. App is unreliable and buggy.,1,2024-06-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3064,10
Terrible user experience. The app is slow and unresponsive.,1,2025-04-15,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1374,6
Quick and secure payments. The app works perfectly on my phone.,4,2024-01-29,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2801,10
Great user experience! The design is modern and intuitive. Been using this app for months now.,4,2023-08-04,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2210,15
Poor customer service. No response to my complaints about app errors.,2,2024-03-29,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6860,10
The app is stable and reliable. Never had any technical issues.,4,2024-01-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2957,3
Worst banking app experience! Constantly freezes and crashes.,2,2024-01-02,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5526,5
Acceptable app performance though it could be faster and more responsive.,3,2023-08-29,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2783,3
Security concerns - app doesn't feel safe for financial transactions.,2,2024-03-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7485,19
Regular banking app - works fine for checking balance and simple transfers. Overall satisfied with the service.,3,2023-12-06,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6995,14
The app is okay for simple transactions but lacks advanced features. Been using this app for months now.,3,2024-10-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3567,8
"App keeps crashing when I try to make payments. Very frustrating! Comparing to other banks, this is my experience.",1,2023-12-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3105,8
Very convenient for paying bills and checking account balance anytime.,4,2023-07-26,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6037,15
"The app is stable and reliable. Never had any technical issues. Comparing to other banks, this is my experience.",4,2024-07-07,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6560,11
The app frequently logs me out during transactions. Needs major improvements.,2,2025-03-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5169,12
"Update: Perfect for daily banking needs. All features work as expected. Comparing to other banks, this is my experience.",4,2025-02-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6741,7
Regular banking app - works fine for checking balance and simple transfers. Still my opinion.,3,2023-08-24,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1747,5
Basic functionality is there but the design could be more modern.,3,2024-03-08,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8233,15
Smooth and efficient. Customer support is very responsive.,5,2025-04-02,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2868,15
Love the new features. Makes banking so much easier than going to the branch. Posting again to emphasize.,5,2024-09-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6491,13
Perfect for daily banking needs. All features work as expected.,4,2023-06-06,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1880,4
Excellent mobile banking app! Very user-friendly interface and fast transactions. Update: Still having the same experience.,5,2024-05-08,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3949,7
Login issues persist for weeks. Cannot access my account properly. Hope they continue to improve.,1,2024-09-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9927,1
Fast money transfer feature is amazing. No more long queues at the bank!,4,2025-03-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3735,11
Bill payment feature never works properly. Always shows server errors.,2,2024-09-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7007,12
Perfect for daily banking needs. All features work as expected.,2,2024-02-29,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8703,15
Fast money transfer feature is amazing. No more long queues at the bank! Been using this app for months now.,4,2024-06-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3848,17
Regular banking app - works fine for checking balance and simple transfers. Been using this app for months now.,3,2024-10-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2451,19
Outstanding customer service through the app. Highly recommended!,5,2024-11-11,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2432,11
Security concerns - app doesn't feel safe for financial transactions.,1,2023-07-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7300,19
Average mobile banking experience. Some features work better than others.,3,2024-12-11,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9661,12
Standard banking app with room for improvement in user experience.,3,2023-07-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6768,4
Basic functionality is there but the design could be more modern.,3,2024-04-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7140,11
Outstanding customer service through the app. Highly recommended!,4,2023-12-03,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9315,18
Amazing app! Makes mobile banking incredibly easy and secure. Posting again to emphasize.,4,2025-03-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8162,6
Best banking app I've used. Transaction history is very clear and detailed.,2,2023-08-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4929,14
Mixed experience - some features are good while others need work.,3,2024-07-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5360,14
Login issues persist for weeks. Cannot access my account properly.,1,2023-08-02,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8574,0
Standard banking app with room for improvement in user experience. Still my opinion.,3,2025-05-31,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1783,1
Outstanding customer service through the app. Highly recommended! Hope they continue to improve.,4,2024-03-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7327,0
The app is stable and reliable. Never had any technical issues. Update: Still having the same experience.,4,2024-07-30,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8254,13
Poor customer service. No response to my complaints about app errors. Hope they continue to improve.,2,2025-04-24,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8194,6
Acceptable app performance though it could be faster and more responsive.,3,2023-07-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6347,2
Very slow loading times. Takes forever to complete simple transactions.,2,2024-08-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4077,6
Decent banking app with basic features. Nothing special but gets the job done.,3,2024-10-06,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3702,9
Worst banking app experience! Constantly freezes and crashes. Hope they continue to improve.,2,2023-08-31,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7710,10
Fast money transfer feature is amazing. No more long queues at the bank!,4,2024-10-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6894,12
Quick and secure payments. The app works perfectly on my phone.,4,2023-09-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7091,19
Fast money transfer feature is amazing. No more long queues at the bank!,4,2025-03-11,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4032,8
Very slow loading times. Takes forever to complete simple transactions.,1,2024-12-26,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2586,15
Very convenient for paying bills and checking account balance anytime.,4,2025-02-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4946,8
"Basic functionality is there but the design could be more modern. Comparing to other banks, this is my experience.",3,2023-08-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1920,7
Update: Great user experience! The design is modern and intuitive.,5,2024-01-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4067,7
Outstanding customer service through the app. Highly recommended! Overall satisfied with the service.,5,2023-07-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9178,15
Mixed experience - some features are good while others need work.,3,2025-04-07,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6409,12
Outdated interface and confusing navigation. Needs complete redesign. Hope they continue to improve.,1,2023-09-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9642,15
Acceptable app performance though it could be faster and more responsive. Been using this app for months now.,3,2024-07-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8624,5
Amazing app! Makes mobile banking incredibly easy and secure.,4,2023-12-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9514,5
The app is stable and reliable. Never had any technical issues.,5,2024-06-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7153,5
Terrible user experience. The app is slow and unresponsive.,1,2024-01-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3257,8
Best banking app I've used. Transaction history is very clear and detailed.,4,2024-11-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6879,7
"Amazing app! Makes mobile banking incredibly easy and secure. Comparing to other banks, this is my experience.",5,2024-04-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9534,5
Outstanding customer service through the app. Highly recommended!,4,2024-08-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6752,20
Login issues persist for weeks. Cannot access my account properly.,2,2024-07-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8670,8
Very slow loading times. Takes forever to complete simple transactions.,1,2023-12-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5863,1
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2023-10-26,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5054,4
Quick and secure payments. The app works perfectly on my phone.,2,2024-10-30,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1767,8
Amazing app! Makes mobile banking incredibly easy and secure. Overall satisfied with the service.,4,2024-01-31,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1009,15
The app frequently logs me out during transactions. Needs major improvements.,1,2024-10-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4881,1
Outstanding customer service through the app. Highly recommended!,4,2023-11-07,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5637,19
Outstanding customer service through the app. Highly recommended!,5,2023-06-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9966,17
App works as expected. Would like to see more payment options added.,3,2024-12-24,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5292,16
Outstanding customer service through the app. Highly recommended!,5,2025-04-09,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8755,19
Great user experience! The design is modern and intuitive.,2,2024-12-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1982,8
Perfect for daily banking needs. All features work as expected.,4,2025-01-24,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4986,7
Love the new features. Makes banking so much easier than going to the branch. Overall satisfied with the service.,4,2024-04-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5092,12
Fast money transfer feature is amazing. No more long queues at the bank!,3,2024-07-20,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1848,9
Very slow loading times. Takes forever to complete simple transactions.,1,2024-12-02,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6586,10
Functional but not exceptional. Meets basic banking needs adequately. Update: Still having the same experience.,3,2024-07-07,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8783,20
The app is stable and reliable. Never had any technical issues.,4,2023-10-09,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1634,19
App works as expected. Would like to see more payment options added.,3,2025-01-09,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7821,14
Bill payment feature never works properly. Always shows server errors. Overall satisfied with the service.,1,2025-05-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3437,4
App works as expected. Would like to see more payment options added.,3,2024-08-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2382,18
Outdated interface and confusing navigation. Needs complete redesign.,1,2023-09-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2098,10
Quick and secure payments. The app works perfectly on my phone.,4,2023-11-26,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8990,1
Smooth and efficient. Customer support is very responsive.,4,2024-03-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4241,0
Quick and secure payments. The app works perfectly on my phone. Overall satisfied with the service.,4,2024-12-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2612,18
Love the new features. Makes banking so much easier than going to the branch.,2,2024-03-06,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6330,7
Cannot transfer money - app shows error messages constantly.,2,2023-08-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7877,8
Quick and secure payments. The app works perfectly on my phone. Been using this app for months now.,4,2025-01-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6666,13
"Security concerns - app doesn't feel safe for financial transactions. Comparing to other banks, this is my experience. Still my opinion.",2,2024-06-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6453,3
Outstanding customer service through the app. Highly recommended!,4,2024-02-03,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3518,6
Smooth and efficient. Customer support is very responsive.,5,2024-04-28,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4223,0
Regular banking app - works fine for checking balance and simple transfers. Update: Still having the same experience. Posting again to emphasize.,3,2023-06-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5653,19
Outstanding customer service through the app. Highly recommended! Update: Still having the same experience.,5,2024-03-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8037,9
Poor customer service. No response to my complaints about app errors. Been using this app for months now.,2,2025-02-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8899,6
Terrible user experience. The app is slow and unresponsive.,2,2025-02-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1710,5
Acceptable app performance though it could be faster and more responsive. Been using this app for months now.,3,2025-05-20,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8516,8
Standard banking app with room for improvement in user experience.,3,2024-06-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4615,15
Cannot transfer money - app shows error messages constantly.,1,2024-06-20,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4399,14
Basic functionality is there but the design could be more modern. Overall satisfied with the service.,3,2025-04-24,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3719,0
Poor customer service. No response to my complaints about app errors.,2,2024-09-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2429,7
The app is okay for simple transactions but lacks advanced features.,3,2023-10-19,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4672,11
Love the new features. Makes banking so much easier than going to the branch.,4,2025-04-21,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3202,10
App keeps crashing when I try to make payments. Very frustrating!,2,2025-03-12,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7335,15
Great user experience! The design is modern and intuitive. Update: Still having the same experience.,5,2024-09-27,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2322,20
Very convenient for paying bills and checking account balance anytime.,4,2023-08-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7404,12
Unable to check account balance. App is unreliable and buggy.,2,2024-06-06,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4004,14
Perfect for daily banking needs. All features work as expected. Update: Still having the same experience.,4,2025-01-04,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9339,19
Love the new features. Makes banking so much easier than going to the branch.,4,2024-11-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6384,16
Worst banking app experience! Constantly freezes and crashes.,1,2024-12-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3631,3
Great user experience! The design is modern and intuitive.,4,2025-03-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1851,15
Love the new features. Makes banking so much easier than going to the branch.,4,2023-11-11,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7377,2
Poor customer service. No response to my complaints about app errors. Update: Still having the same experience.,2,2023-10-09,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4073,10
Fast money transfer feature is amazing. No more long queues at the bank! Been using this app for months now.,5,2024-09-20,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8534,20
Mixed experience - some features are good while others need work.,3,2023-08-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6420,5
Regular banking app - works fine for checking balance and simple transfers.,3,2024-11-12,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3355,10
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2024-09-09,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1921,2
The app frequently logs me out during transactions. Needs major improvements. Update: Still having the same experience.,2,2024-05-09,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9643,12
Amazing app! Makes mobile banking incredibly easy and secure.,5,2024-10-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7895,17
Very convenient for paying bills and checking account balance anytime.,4,2024-08-26,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7705,0
Outdated interface and confusing navigation. Needs complete redesign.,1,2024-06-21,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8209,3
Outstanding customer service through the app. Highly recommended!,4,2024-08-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7894,13
Acceptable app performance though it could be faster and more responsive.,3,2024-04-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7207,16
Login issues persist for weeks. Cannot access my account properly.,1,2024-03-19,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2634,5
Very convenient for paying bills and checking account balance anytime.,4,2025-03-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1532,17
Worst banking app experience! Constantly freezes and crashes.,2,2025-01-07,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1494,6
Outstanding customer service through the app. Highly recommended! Been using this app for months now.,4,2024-01-25,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9267,4
Standard banking app with room for improvement in user experience.,3,2023-09-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8088,5
The app frequently logs me out during transactions. Needs major improvements.,2,2023-10-31,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7696,20
Fast money transfer feature is amazing. No more long queues at the bank! Hope they continue to improve.,4,2023-10-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9701,4
Quick and secure payments. The app works perfectly on my phone.,5,2023-06-21,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3742,16
Acceptable app performance though it could be faster and more responsive.,3,2025-05-03,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1708,2
Very convenient for paying bills and checking account balance anytime.,5,2024-11-15,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1974,3
Amazing app! Makes mobile banking incredibly easy and secure. Overall satisfied with the service.,5,2023-10-31,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8007,8
Decent banking app with basic features. Nothing special but gets the job done.,3,2024-01-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1210,1
Bill payment feature never works properly. Always shows server errors.,1,2024-02-21,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4814,20
Fast money transfer feature is amazing. No more long queues at the bank! Hope they continue to improve.,5,2023-06-16,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6340,14
App works as expected. Would like to see more payment options added.,3,2024-04-06,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5683,0
Mixed experience - some features are good while others need work.,3,2024-07-20,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4240,8
Decent banking app with basic features. Nothing special but gets the job done.,3,2024-09-13,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9528,17
Bill payment feature never works properly. Always shows server errors.,1,2024-11-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9633,14
The app is okay for simple transactions but lacks advanced features.,3,2023-06-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9048,1
Security concerns - app doesn't feel safe for financial transactions.,2,2024-04-15,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2876,18
Love the new features. Makes banking so much easier than going to the branch. Hope they continue to improve.,4,2025-01-04,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9563,15
