review,rating,date,bank,source,review_length,word_count,rating_category,sentiment_polarity,year,month,vader_compound,vader_positive,vader_neutral,vader_negative,vader_label,textblob_polarity,textblob_subjectivity,textblob_label,distilbert_positive,distilbert_negative,distilbert_label,distilbert_confidence,ensemble_label,ensemble_confidence
Love the new features. Makes banking so much easier than going to the branch.,2,2025-02-10,Dashen Bank,Google Play,77,14,Poor,Negative,2025,2,0.8062,0.378,0.622,0.0,Positive,0.2787878787878788,0.41818181818181815,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
App works fine but could use some improvements in the user interface. Been using this app for months now.,3,2025-05-02,Dashen Bank,Google Play,105,19,Average,Neutral,2025,5,0.5187,0.204,0.796,0.0,Positive,0.4166666666666667,0.5,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Regular banking app - works fine for checking balance and simple transfers. Hope they continue to improve.,3,2023-10-21,Dashen Bank,Google Play,106,17,Average,Neutral,2023,10,0.765,0.352,0.648,0.0,Positive,0.1388888888888889,0.31135531135531136,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
App works as expected. Would like to see more payment options added.,3,2024-07-09,Dashen Bank,Google Play,68,12,Average,Neutral,2024,7,0.3612,0.185,0.815,0.0,Positive,0.2,0.45,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Standard banking app with room for improvement in user experience.,3,2023-11-07,Dashen Bank,Google Play,66,10,Average,Neutral,2023,11,0.4588,0.25,0.75,0.0,Positive,0.0,0.0,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
App keeps crashing when I try to make payments. Very frustrating!,2,2024-01-18,Dashen Bank,Google Play,65,11,Poor,Negative,2024,1,-0.54,0.0,0.742,0.258,Negative,-0.65,1.0,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Bill payment feature never works properly. Always shows server errors.,2,2025-04-18,Dashen Bank,Google Play,70,10,Poor,Negative,2025,4,-0.34,0.0,0.789,0.211,Negative,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Best banking app I ve used. Transaction history is very clear and detailed.,4,2024-12-15,Dashen Bank,Google Play,75,13,Good,Positive,2024,12,0.796,0.392,0.608,0.0,Positive,0.5099999999999999,0.5161111111111111,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Amazing app! Makes mobile banking incredibly easy and secure. Update Still having the same experience.,4,2024-08-13,Dashen Bank,Google Play,102,15,Good,Positive,2024,8,0.8735,0.453,0.547,0.0,Positive,0.39583333333333337,0.6145833333333334,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app is okay for simple transactions but lacks advanced features.,3,2025-05-13,Dashen Bank,Google Play,68,11,Average,Neutral,2025,5,0.4497,0.305,0.695,0.0,Positive,0.3,0.48571428571428577,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Outstanding customer service through the app. Highly recommended! Been using this app for months now.,5,2023-08-28,Dashen Bank,Google Play,101,15,Excellent,Positive,2023,8,0.7495,0.329,0.671,0.0,Positive,0.35,0.7075,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Decent banking app with basic features. Nothing special but gets the job done.,3,2025-06-03,Dashen Bank,Google Play,78,13,Average,Neutral,2025,6,-0.1603,0.0,0.88,0.12,Negative,0.17460317460317462,0.45436507936507936,Positive,0.0,0.0,Neutral,0.0,Negative,0.3333333333333333
Login issues persist for weeks. Cannot access my account properly. Overall satisfied with the service.,2,2024-10-29,Dashen Bank,Google Play,102,15,Poor,Negative,2024,10,0.4215,0.167,0.833,0.0,Positive,0.25,0.5,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Average mobile banking experience. Some features work better than others.,3,2024-05-07,Dashen Bank,Google Play,73,10,Average,Neutral,2024,5,0.4404,0.244,0.756,0.0,Positive,0.175,0.44999999999999996,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Love the new features. Makes banking so much easier than going to the branch. Overall satisfied with the service.,5,2023-07-23,Dashen Bank,Google Play,113,19,Excellent,Positive,2023,7,0.8773,0.386,0.614,0.0,Positive,0.2672727272727273,0.45090909090909087,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Outstanding customer service through the app. Highly recommended!,4,2024-08-31,Dashen Bank,Google Play,65,8,Good,Positive,2024,8,0.7495,0.516,0.484,0.0,Positive,0.35,0.7075,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Excellent mobile banking app! Very user-friendly interface and fast transactions. Comparing to other banks, this is my experience.",5,2023-10-16,Dashen Bank,Google Play,130,18,Excellent,Positive,2023,10,0.6114,0.19,0.81,0.0,Positive,0.31875,0.56875,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Security concerns - app doesn t feel safe for financial transactions. Update Still having the same experience.,1,2025-03-14,Dashen Bank,Google Play,110,17,Very Poor,Negative,2025,3,0.6486,0.261,0.739,0.0,Positive,0.16666666666666666,0.20833333333333334,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app frequently logs me out during transactions. Needs major improvements.,2,2023-07-15,Dashen Bank,Google Play,77,11,Poor,Negative,2023,7,0.3804,0.206,0.794,0.0,Positive,0.08125,0.4,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Excellent mobile banking app! Very user-friendly interface and fast transactions. Hope they continue to improve. Still my opinion.,4,2023-12-03,Dashen Bank,Google Play,130,18,Good,Positive,2023,12,0.8687,0.395,0.605,0.0,Positive,0.4666666666666666,0.6333333333333333,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Amazing app! Makes mobile banking incredibly easy and secure. Comparing to other banks, this is my experience.",5,2024-04-22,Dashen Bank,Google Play,110,17,Excellent,Positive,2024,4,0.8735,0.415,0.585,0.0,Positive,0.36458333333333337,0.6770833333333334,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2024-08-31,Dashen Bank,Google Play,81,10,Good,Positive,2024,8,0.6114,0.307,0.693,0.0,Positive,0.4666666666666666,0.6333333333333333,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Best banking app I ve used. Transaction history is very clear and detailed. Still my opinion.,4,2023-10-30,Dashen Bank,Google Play,93,16,Good,Positive,2023,10,0.796,0.336,0.664,0.0,Positive,0.5099999999999999,0.5161111111111111,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Outstanding customer service through the app. Highly recommended! Overall satisfied with the service. Posting again to emphasize.,4,2023-09-03,Dashen Bank,Google Play,129,17,Good,Positive,2023,9,0.8573,0.403,0.597,0.0,Positive,0.3,0.60375,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Fast money transfer feature is amazing. No more long queues at the bank! Overall satisfied with the service.,4,2025-05-06,Dashen Bank,Google Play,108,18,Good,Positive,2025,5,0.69,0.286,0.623,0.091,Positive,0.16458333333333333,0.5666666666666667,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Mixed experience - some features are good while others need work. Comparing to other banks, this is my experience.",3,2024-09-22,Dashen Bank,Google Play,114,19,Average,Neutral,2024,9,0.4404,0.139,0.861,0.0,Positive,0.19166666666666665,0.4083333333333334,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Great user experience! The design is modern and intuitive. Overall satisfied with the service.,4,2024-08-13,Dashen Bank,Google Play,94,14,Good,Positive,2024,8,0.8016,0.375,0.625,0.0,Positive,0.425,0.5125,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Worst banking app experience! Constantly freezes and crashes.,2,2024-05-17,Dashen Bank,Google Play,61,8,Poor,Negative,2024,5,-0.6696,0.0,0.522,0.478,Negative,-0.5,0.6666666666666666,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Smooth and efficient. Customer support is very responsive. Hope they continue to improve.,5,2024-09-27,Dashen Bank,Google Play,89,13,Excellent,Positive,2024,9,0.9242,0.642,0.358,0.0,Positive,0.30000000000000004,0.4,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Unable to check account balance. App is unreliable and buggy.,2,2024-12-10,Dashen Bank,Google Play,61,10,Poor,Negative,2024,12,0.0,0.0,1.0,0.0,Neutral,-0.5,0.5,Negative,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Outdated interface and confusing navigation. Needs complete redesign.,1,2024-10-28,Dashen Bank,Google Play,69,8,Very Poor,Negative,2024,10,-0.2263,0.0,0.787,0.213,Negative,-0.20000000000000004,0.47777777777777786,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
"Perfect for daily banking needs. All features work as expected. Comparing to other banks, this is my experience.",5,2024-08-19,Dashen Bank,Google Play,112,18,Excellent,Positive,2024,8,0.5719,0.179,0.821,0.0,Positive,0.19375,0.44375,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Worst banking app experience! Constantly freezes and crashes. Been using this app for months now.,2,2024-02-12,Dashen Bank,Google Play,97,15,Poor,Negative,2024,2,-0.6696,0.0,0.703,0.297,Negative,-0.5,0.6666666666666666,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Terrible user experience. The app is slow and unresponsive.,1,2025-04-15,Dashen Bank,Google Play,59,9,Very Poor,Negative,2025,4,-0.4767,0.0,0.721,0.279,Negative,-0.65,0.7,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Great user experience! The design is modern and intuitive. Been using this app for months now.,4,2023-08-04,Dashen Bank,Google Play,94,16,Good,Positive,2023,8,0.6588,0.226,0.774,0.0,Positive,0.6,0.525,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Acceptable app performance though it could be faster and more responsive.,3,2023-08-29,Dashen Bank,Google Play,73,11,Average,Neutral,2023,8,0.624,0.361,0.639,0.0,Positive,0.5,0.5,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Regular banking app - works fine for checking balance and simple transfers. Overall satisfied with the service.,3,2023-12-06,Dashen Bank,Google Play,111,17,Average,Neutral,2023,12,0.5574,0.235,0.765,0.0,Positive,0.18333333333333335,0.3868131868131868,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app is okay for simple transactions but lacks advanced features. Been using this app for months now.,3,2024-10-28,Dashen Bank,Google Play,104,18,Average,Neutral,2024,10,0.4497,0.198,0.802,0.0,Positive,0.3,0.48571428571428577,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"App keeps crashing when I try to make payments. Very frustrating! Comparing to other banks, this is my experience.",1,2023-12-25,Dashen Bank,Google Play,114,19,Very Poor,Negative,2023,12,-0.54,0.0,0.838,0.162,Negative,-0.3875,0.6875,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
"The app is stable and reliable. Never had any technical issues. Comparing to other banks, this is my experience.",4,2024-07-07,Dashen Bank,Google Play,112,19,Good,Positive,2024,7,0.296,0.109,0.891,0.0,Positive,-0.0625,0.2375,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
"Update Perfect for daily banking needs. All features work as expected. Comparing to other banks, this is my experience.",4,2025-02-05,Dashen Bank,Google Play,119,19,Good,Positive,2025,2,0.5719,0.171,0.829,0.0,Positive,0.19375,0.44375,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Regular banking app - works fine for checking balance and simple transfers. Still my opinion.,3,2023-08-24,Dashen Bank,Google Play,93,15,Average,Neutral,2023,8,0.2023,0.114,0.886,0.0,Positive,0.1388888888888889,0.31135531135531136,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Basic functionality is there but the design could be more modern.,3,2024-03-08,Dashen Bank,Google Play,65,11,Average,Neutral,2024,3,0.0,0.0,1.0,0.0,Neutral,0.2333333333333333,0.30833333333333335,Positive,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Love the new features. Makes banking so much easier than going to the branch. Posting again to emphasize.,5,2024-09-01,Dashen Bank,Google Play,105,18,Excellent,Positive,2024,9,0.8062,0.313,0.687,0.0,Positive,0.2787878787878788,0.41818181818181815,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Excellent mobile banking app! Very user-friendly interface and fast transactions. Update Still having the same experience.,5,2024-05-08,Dashen Bank,Google Play,122,16,Excellent,Positive,2024,5,0.6114,0.21,0.79,0.0,Positive,0.35,0.50625,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Login issues persist for weeks. Cannot access my account properly. Hope they continue to improve.,1,2024-09-17,Dashen Bank,Google Play,97,15,Very Poor,Negative,2024,9,0.7003,0.309,0.691,0.0,Positive,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Fast money transfer feature is amazing. No more long queues at the bank! Been using this app for months now.,4,2024-06-01,Dashen Bank,Google Play,108,20,Good,Positive,2024,6,0.4389,0.168,0.741,0.091,Positive,0.12187500000000001,0.6,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Amazing app! Makes mobile banking incredibly easy and secure. Posting again to emphasize.,4,2025-03-10,Dashen Bank,Google Play,89,13,Good,Positive,2025,3,0.8735,0.499,0.501,0.0,Positive,0.5277777777777778,0.7777777777777778,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Mixed experience - some features are good while others need work.,3,2024-07-01,Dashen Bank,Google Play,65,11,Average,Neutral,2024,7,0.4404,0.225,0.775,0.0,Positive,0.35,0.42500000000000004,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Standard banking app with room for improvement in user experience. Still my opinion.,3,2025-05-31,Dashen Bank,Google Play,84,13,Average,Neutral,2025,5,0.4588,0.2,0.8,0.0,Positive,0.0,0.0,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Outstanding customer service through the app. Highly recommended! Hope they continue to improve.,4,2024-03-05,Dashen Bank,Google Play,96,13,Good,Positive,2024,3,0.9093,0.581,0.419,0.0,Positive,0.35,0.7075,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app is stable and reliable. Never had any technical issues. Update Still having the same experience.,4,2024-07-30,Dashen Bank,Google Play,104,17,Good,Positive,2024,7,0.296,0.121,0.879,0.0,Positive,0.0,0.1125,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Poor customer service. No response to my complaints about app errors. Hope they continue to improve.,2,2025-04-24,Dashen Bank,Google Play,100,16,Poor,Negative,2025,4,-0.5574,0.221,0.382,0.397,Negative,-0.4,0.6,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Very slow loading times. Takes forever to complete simple transactions.,2,2024-08-14,Dashen Bank,Google Play,71,10,Poor,Negative,2024,8,0.0,0.0,1.0,0.0,Neutral,-0.09666666666666668,0.4257142857142857,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
Worst banking app experience! Constantly freezes and crashes. Hope they continue to improve.,2,2023-08-31,Dashen Bank,Google Play,92,13,Poor,Negative,2023,8,0.2244,0.3,0.444,0.256,Positive,-0.5,0.6666666666666666,Negative,0.0,0.0,Neutral,0.0,Positive,0.3333333333333333
"Basic functionality is there but the design could be more modern. Comparing to other banks, this is my experience.",3,2023-08-18,Dashen Bank,Google Play,114,19,Average,Neutral,2023,8,0.0,0.0,1.0,0.0,Neutral,0.14375,0.325,Positive,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Update Great user experience! The design is modern and intuitive.,5,2024-01-05,Dashen Bank,Google Play,65,10,Excellent,Positive,2024,1,0.6588,0.328,0.672,0.0,Positive,0.6,0.525,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Outdated interface and confusing navigation. Needs complete redesign. Hope they continue to improve.,1,2023-09-27,Dashen Bank,Google Play,100,13,Very Poor,Negative,2023,9,0.5994,0.328,0.565,0.107,Positive,-0.20000000000000004,0.47777777777777786,Negative,0.0,0.0,Neutral,0.0,Positive,0.3333333333333333
Acceptable app performance though it could be faster and more responsive. Been using this app for months now.,3,2024-07-27,Dashen Bank,Google Play,109,18,Average,Neutral,2024,7,0.624,0.241,0.759,0.0,Positive,0.5,0.5,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Amazing app! Makes mobile banking incredibly easy and secure. Overall satisfied with the service.,4,2024-01-31,Dashen Bank,Google Play,97,14,Good,Positive,2024,1,0.9144,0.56,0.44,0.0,Positive,0.4166666666666667,0.6666666666666667,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Bill payment feature never works properly. Always shows server errors. Overall satisfied with the service.,1,2025-05-23,Dashen Bank,Google Play,106,15,Very Poor,Negative,2025,5,0.1027,0.154,0.714,0.132,Positive,0.16666666666666666,0.3666666666666667,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Quick and secure payments. The app works perfectly on my phone. Overall satisfied with the service.,4,2024-12-23,Dashen Bank,Google Play,99,16,Good,Positive,2024,12,0.8555,0.42,0.58,0.0,Positive,0.44666666666666666,0.62,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Cannot transfer money - app shows error messages constantly.,2,2023-08-14,Dashen Bank,Google Play,60,9,Poor,Negative,2023,8,-0.4019,0.0,0.748,0.252,Negative,0.0,0.3333333333333333,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Quick and secure payments. The app works perfectly on my phone. Been using this app for months now.,4,2025-01-18,Dashen Bank,Google Play,99,18,Good,Positive,2025,1,0.765,0.292,0.708,0.0,Positive,0.5777777777777778,0.7000000000000001,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Security concerns - app doesn t feel safe for financial transactions. Comparing to other banks, this is my experience. Still my opinion.",2,2024-06-28,Dashen Bank,Google Play,136,22,Poor,Negative,2024,6,0.6486,0.209,0.791,0.0,Positive,0.125,0.2916666666666667,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Regular banking app - works fine for checking balance and simple transfers. Update Still having the same experience. Posting again to emphasize.,3,2023-06-25,Dashen Bank,Google Play,144,22,Average,Neutral,2023,6,0.2023,0.079,0.921,0.0,Positive,0.10416666666666667,0.2647664835164835,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Outstanding customer service through the app. Highly recommended! Update Still having the same experience.,5,2024-03-17,Dashen Bank,Google Play,106,14,Excellent,Positive,2024,3,0.7495,0.347,0.653,0.0,Positive,0.2333333333333333,0.5133333333333333,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Poor customer service. No response to my complaints about app errors. Been using this app for months now.,2,2025-02-13,Dashen Bank,Google Play,105,18,Poor,Negative,2025,2,-0.8555,0.0,0.574,0.426,Negative,-0.4,0.6,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Basic functionality is there but the design could be more modern. Overall satisfied with the service.,3,2025-04-24,Dashen Bank,Google Play,101,16,Average,Neutral,2025,4,0.6243,0.214,0.786,0.0,Positive,0.24,0.385,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Great user experience! The design is modern and intuitive. Update Still having the same experience.,5,2024-09-27,Dashen Bank,Google Play,99,15,Excellent,Positive,2024,9,0.6588,0.239,0.761,0.0,Positive,0.39999999999999997,0.39166666666666666,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Perfect for daily banking needs. All features work as expected. Update Still having the same experience.,4,2025-01-04,Dashen Bank,Google Play,104,16,Good,Positive,2025,1,0.5719,0.198,0.802,0.0,Positive,0.225,0.38125,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Regular banking app - works fine for checking balance and simple transfers.,3,2024-11-12,Dashen Bank,Google Play,75,12,Average,Neutral,2024,11,0.2023,0.141,0.859,0.0,Positive,0.1388888888888889,0.31135531135531136,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app frequently logs me out during transactions. Needs major improvements. Update Still having the same experience.,2,2024-05-09,Dashen Bank,Google Play,118,17,Poor,Negative,2024,5,0.3804,0.139,0.861,0.0,Positive,0.05416666666666667,0.30833333333333335,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Fast money transfer feature is amazing. No more long queues at the bank! Hope they continue to improve.,4,2023-10-23,Dashen Bank,Google Play,103,18,Good,Positive,2023,10,0.8268,0.379,0.537,0.084,Positive,0.12187500000000001,0.6,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Very slow loading times. Takes forever to complete simple transactions. Comparing to other banks, this is my experience.",2,2023-10-20,Dashen Bank,Google Play,120,18,Poor,Negative,2023,10,0.0,0.0,1.0,0.0,Neutral,-0.10375000000000001,0.4130357142857143,Negative,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
The app is stable and reliable. Never had any technical issues. Hope they continue to improve.,5,2023-07-25,Dashen Bank,Google Play,94,16,Excellent,Positive,2023,7,0.7906,0.381,0.619,0.0,Positive,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Decent banking app with basic features. Nothing special but gets the job done. Overall satisfied with the service.,3,2023-07-11,Dashen Bank,Google Play,114,18,Average,Neutral,2023,7,0.4715,0.173,0.75,0.076,Positive,0.20476190476190476,0.4726190476190476,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Very convenient for paying bills and checking account balance anytime. Still my opinion.,5,2024-08-23,Dashen Bank,Google Play,88,13,Excellent,Positive,2024,8,0.0,0.0,1.0,0.0,Neutral,0.2,0.3,Positive,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Update Bill payment feature never works properly. Always shows server errors.,2,2024-10-29,Dashen Bank,Google Play,77,11,Poor,Negative,2024,10,-0.34,0.0,0.806,0.194,Negative,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
"App works fine but could use some improvements in the user interface. Comparing to other banks, this is my experience.",3,2024-02-02,Dashen Bank,Google Play,118,20,Average,Neutral,2024,2,0.5187,0.195,0.805,0.0,Positive,0.14583333333333334,0.4375,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Perfect for daily banking needs. All features work as expected. Still my opinion.,4,2024-12-16,Dashen Bank,Google Play,81,13,Good,Positive,2024,12,0.5719,0.236,0.764,0.0,Positive,0.3,0.4666666666666666,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Update Outdated interface and confusing navigation. Needs complete redesign. Overall satisfied with the service.,2,2025-03-29,Dashen Bank,Google Play,112,14,Poor,Negative,2025,3,0.2263,0.168,0.719,0.114,Positive,-0.020000000000000018,0.4866666666666667,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Very convenient for paying bills and checking account balance anytime. Hope they continue to improve.,4,2024-11-27,Dashen Bank,Google Play,101,15,Good,Positive,2024,11,0.7003,0.309,0.691,0.0,Positive,0.2,0.3,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Update Quick and secure payments. The app works perfectly on my phone.,4,2024-03-30,Dashen Bank,Google Play,70,12,Good,Positive,2024,3,0.765,0.398,0.602,0.0,Positive,0.5777777777777778,0.7000000000000001,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Amazing app! Makes mobile banking incredibly easy and secure. Hope they continue to improve.,4,2024-03-10,Dashen Bank,Google Play,92,14,Good,Positive,2024,3,0.9408,0.636,0.364,0.0,Positive,0.5277777777777778,0.7777777777777778,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Mixed experience - some features are good while others need work. Hope they continue to improve.,3,2023-08-01,Dashen Bank,Google Play,96,16,Average,Neutral,2023,8,0.8271,0.401,0.599,0.0,Positive,0.35,0.42500000000000004,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Update Standard banking app with room for improvement in user experience.,3,2024-04-11,Dashen Bank,Google Play,73,11,Average,Neutral,2024,4,0.4588,0.231,0.769,0.0,Positive,0.0,0.0,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Outstanding customer service through the app. Highly recommended! Still my opinion.,4,2024-11-12,Dashen Bank,Google Play,83,11,Good,Positive,2024,11,0.7495,0.415,0.585,0.0,Positive,0.35,0.7075,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Worst banking app experience! Constantly freezes and crashes. Update Still having the same experience.,2,2024-07-09,Dashen Bank,Google Play,102,14,Poor,Negative,2024,7,-0.6696,0.0,0.686,0.314,Negative,-0.3333333333333333,0.4861111111111111,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Very slow loading times. Takes forever to complete simple transactions. Update Still having the same experience.,2,2024-03-01,Dashen Bank,Google Play,112,16,Poor,Negative,2024,3,0.0,0.0,1.0,0.0,Neutral,-0.07250000000000001,0.3505357142857143,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
Great user experience! The design is modern and intuitive. Hope they continue to improve.,4,2024-02-14,Dashen Bank,Google Play,89,14,Good,Positive,2024,2,0.8805,0.481,0.519,0.0,Positive,0.6,0.525,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Best banking app I ve used. Transaction history is very clear and detailed. Update Still having the same experience.,4,2024-09-28,Dashen Bank,Google Play,116,19,Good,Positive,2024,9,0.796,0.294,0.706,0.0,Positive,0.38249999999999995,0.41833333333333333,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app frequently logs me out during transactions. Needs major improvements. Been using this app for months now.,2,2025-02-23,Dashen Bank,Google Play,113,18,Poor,Negative,2025,2,0.3804,0.132,0.868,0.0,Positive,0.08125,0.4,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Standard banking app with room for improvement in user experience. Been using this app for months now.,3,2023-11-19,Dashen Bank,Google Play,102,17,Average,Neutral,2023,11,0.4588,0.158,0.842,0.0,Positive,0.0,0.0,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Decent banking app with basic features. Nothing special but gets the job done. Hope they continue to improve.,3,2025-04-22,Dashen Bank,Google Play,109,18,Average,Neutral,2025,4,0.7947,0.316,0.617,0.067,Positive,0.17460317460317462,0.45436507936507936,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Unable to check account balance. App is unreliable and buggy. Been using this app for months now.,2,2024-07-04,Dashen Bank,Google Play,97,17,Poor,Negative,2024,7,0.0,0.0,1.0,0.0,Neutral,-0.5,0.5,Negative,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
The app is okay for simple transactions but lacks advanced features. Still my opinion.,3,2024-08-15,Dashen Bank,Google Play,86,14,Average,Neutral,2024,8,0.4497,0.248,0.752,0.0,Positive,0.3,0.48571428571428577,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Ordinary mobile banking experience. Nothing outstanding but functional.,3,2023-12-25,Dashen Bank,Google Play,71,8,Average,Neutral,2023,12,-0.2755,0.0,0.768,0.232,Negative,0.125,0.6875,Positive,0.0,0.0,Neutral,0.0,Negative,0.3333333333333333
Terrible user experience. The app is slow and unresponsive. Update Still having the same experience.,2,2023-10-22,Dashen Bank,Google Play,100,15,Poor,Negative,2023,10,-0.4767,0.0,0.819,0.181,Negative,-0.43333333333333335,0.5083333333333333,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Average mobile banking experience. Some features work better than others. Update Still having the same experience.,3,2025-02-14,Dashen Bank,Google Play,114,16,Average,Neutral,2025,2,0.4404,0.162,0.838,0.0,Positive,0.11666666666666665,0.3416666666666666,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
